연번,호선,고유역번호(외부역코드),역명,승하차구분,수송연월,승하차인원수
2126,7,2745,신풍,하차,2022-04,55344
2127,7,2746,대림(구로구청),승차,2022-04,26730
2128,7,2746,대림(구로구청),하차,2022-04,26140
2129,7,2747,남구로,승차,2022-04,44244
2130,7,2747,남구로,하차,2022-04,44707
2131,7,2748,가산디지털단지,승차,2022-04,61277
2132,7,2748,가산디지털단지,하차,2022-04,57779
2133,7,2749,철산,승차,2022-04,75084
2134,7,2749,철산,하차,2022-04,74763
2135,7,2750,광명사거리,승차,2022-04,114891
2136,7,2750,광명사거리,하차,2022-04,118888
2137,7,2751,천왕,승차,2022-04,41486
2138,7,2751,천왕,하차,2022-04,41294
2139,7,2752,온수(성공회대입구),승차,2022-04,29693
2140,7,2752,온수(성공회대입구),하차,2022-04,28410
2141,8,2811,암사,승차,2022-04,81004
2142,8,2811,암사,하차,2022-04,80071
2143,8,2812,천호(풍납토성),승차,2022-04,62412
2144,8,2812,천호(풍납토성),하차,2022-04,59430
2145,8,2813,강동구청,승차,2022-04,48987
2146,8,2813,강동구청,하차,2022-04,48748
2147,8,2814,몽촌토성(평화의문),승차,2022-04,28953
2148,8,2814,몽촌토성(평화의문),하차,2022-04,27790
2149,8,2815,잠실(송파구청),승차,2022-04,56182
2150,8,2815,잠실(송파구청),하차,2022-04,54929
2151,8,2816,석촌,승차,2022-04,41709
2152,8,2816,석촌,하차,2022-04,45751
2153,8,2817,송파,승차,2022-04,45782
2154,8,2817,송파,하차,2022-04,45577
2155,8,2818,가락시장,승차,2022-04,49113
2156,8,2818,가락시장,하차,2022-04,49727
2157,8,2819,문정,승차,2022-04,44615
2158,8,2819,문정,하차,2022-04,44399
2159,8,2820,장지,승차,2022-04,58920
2160,8,2820,장지,하차,2022-04,56176
2161,8,2821,복정,승차,2022-04,30167
2162,8,2821,복정,하차,2022-04,26499
2163,8,2822,산성,승차,2022-04,25282
2164,8,2822,산성,하차,2022-04,28552
2165,8,2823,남한산성입구(성남법원.검찰청),승차,2022-04,61414
2166,8,2823,남한산성입구(성남법원.검찰청),하차,2022-04,59201
2167,8,2824,단대오거리,승차,2022-04,54713
2168,8,2824,단대오거리,하차,2022-04,53049
2169,8,2825,신흥,승차,2022-04,26189
2170,8,2825,신흥,하차,2022-04,27162
2171,8,2826,수진,승차,2022-04,33353
2172,8,2826,수진,하차,2022-04,32981
2173,8,2827,모란,승차,2022-04,45018
2174,8,2827,모란,하차,2022-04,35871
2175,8,2828,남위례,승차,2022-04,19453
2176,8,2828,남위례,하차,2022-04,19276
2177,1,150,서울역,승차,2022-05,165433
2178,1,150,서울역,하차,2022-05,158987
2179,1,151,시청,승차,2022-05,69894
2180,1,151,시청,하차,2022-05,68780
2181,1,152,종각,승차,2022-05,119527
2182,1,152,종각,하차,2022-05,110465
2183,1,153,종로3가,승차,2022-05,269569
2184,1,153,종로3가,하차,2022-05,249030
2185,1,154,종로5가,승차,2022-05,232800
2186,1,154,종로5가,하차,2022-05,224568
2187,1,155,동대문,승차,2022-05,107688
2188,1,155,동대문,하차,2022-05,108732
2189,1,156,신설동,승차,2022-05,101397
2190,1,156,신설동,하차,2022-05,97766
2191,1,157,제기동,승차,2022-05,247407
2192,1,157,제기동,하차,2022-05,267444
2193,1,158,청량리(서울시립대입구),승차,2022-05,227929
2194,1,158,청량리(서울시립대입구),하차,2022-05,230241
2195,1,159,동묘앞,승차,2022-05,141051
2196,1,159,동묘앞,하차,2022-05,141635
2197,2,201,시청,승차,2022-05,43923
2198,2,201,시청,하차,2022-05,39072
2199,2,202,을지로입구,승차,2022-05,77546
2200,2,202,을지로입구,하차,2022-05,72044
2201,2,203,을지로3가,승차,2022-05,61896
2202,2,203,을지로3가,하차,2022-05,61400
2203,2,204,을지로4가,승차,2022-05,69398
2204,2,204,을지로4가,하차,2022-05,68415
2205,2,205,동대문역사문화공원(DDP),승차,2022-05,46713
2206,2,205,동대문역사문화공원(DDP),하차,2022-05,51879
2207,2,206,신당,승차,2022-05,82054
2208,2,206,신당,하차,2022-05,82877
2209,2,207,상왕십리,승차,2022-05,54273
2210,2,207,상왕십리,하차,2022-05,55727
2211,2,208,왕십리(성동구청),승차,2022-05,42366
2212,2,208,왕십리(성동구청),하차,2022-05,35885
2213,2,209,한양대,승차,2022-05,9941
2214,2,209,한양대,하차,2022-05,10462
2215,2,210,뚝섬,승차,2022-05,48317
2216,2,210,뚝섬,하차,2022-05,48695
2217,2,211,성수,승차,2022-05,76801
2218,2,211,성수,하차,2022-05,78851
2219,2,212,건대입구,승차,2022-05,74624
2220,2,212,건대입구,하차,2022-05,77520
2221,2,213,구의(광진구청),승차,2022-05,85074
2222,2,213,구의(광진구청),하차,2022-05,86688
2223,2,214,강변(동서울터미널),승차,2022-05,103820
2224,2,214,강변(동서울터미널),하차,2022-05,101810
2225,2,215,잠실나루,승차,2022-05,72575
2226,2,215,잠실나루,하차,2022-05,72729
2227,2,216,잠실(송파구청),승차,2022-05,163187
2228,2,216,잠실(송파구청),하차,2022-05,155104
2229,2,217,잠실새내,승차,2022-05,92545
2230,2,217,잠실새내,하차,2022-05,93032
2231,2,218,종합운동장,승차,2022-05,45272
2232,2,218,종합운동장,하차,2022-05,47273
2233,2,219,삼성(무역센터),승차,2022-05,96314
2234,2,219,삼성(무역센터),하차,2022-05,88596
2235,2,220,선릉,승차,2022-05,176199
2236,2,220,선릉,하차,2022-05,155061
2237,2,221,역삼,승차,2022-05,119805
2238,2,221,역삼,하차,2022-05,121513
2239,2,222,강남,승차,2022-05,140474
2240,2,222,강남,하차,2022-05,125164
2241,2,223,교대(법원.검찰청),승차,2022-05,134013
2242,2,223,교대(법원.검찰청),하차,2022-05,152170
2243,2,224,서초,승차,2022-05,69466
2244,2,224,서초,하차,2022-05,70598
2245,2,225,방배,승차,2022-05,64517
2246,2,225,방배,하차,2022-05,63658
2247,2,226,사당,승차,2022-05,176534
2248,2,226,사당,하차,2022-05,172000
2249,2,227,낙성대(강감찬),승차,2022-05,90368
2250,2,227,낙성대(강감찬),하차,2022-05,92323
2251,2,228,서울대입구(관악구청),승차,2022-05,153340
2252,2,228,서울대입구(관악구청),하차,2022-05,148441
2253,2,229,봉천,승차,2022-05,116674
2254,2,229,봉천,하차,2022-05,117714
2255,2,230,신림,승차,2022-05,188744
2256,2,230,신림,하차,2022-05,191749
2257,2,231,신대방,승차,2022-05,107521
2258,2,231,신대방,하차,2022-05,109496
2259,2,232,구로디지털단지,승차,2022-05,136896
2260,2,232,구로디지털단지,하차,2022-05,137630
2261,2,233,대림(구로구청),승차,2022-05,102827
2262,2,233,대림(구로구청),하차,2022-05,106239
2263,2,234,신도림,승차,2022-05,165135
2264,2,234,신도림,하차,2022-05,157129
2265,2,235,문래,승차,2022-05,76452
2266,2,235,문래,하차,2022-05,75999
2267,2,236,영등포구청,승차,2022-05,79611
2268,2,236,영등포구청,하차,2022-05,79110
2269,2,237,당산,승차,2022-05,50450
2270,2,237,당산,하차,2022-05,54843
2271,2,238,합정,승차,2022-05,56313
2272,2,238,합정,하차,2022-05,57027
2273,2,239,홍대입구,승차,2022-05,75819
2274,2,239,홍대입구,하차,2022-05,72817
2275,2,240,신촌,승차,2022-05,100019
2276,2,240,신촌,하차,2022-05,99487
2277,2,241,이대,승차,2022-05,39994
2278,2,241,이대,하차,2022-05,41900
2279,2,242,아현,승차,2022-05,53800
2280,2,242,아현,하차,2022-05,53559
2281,2,243,충정로(경기대입구),승차,2022-05,38675
2282,2,243,충정로(경기대입구),하차,2022-05,39195
2283,2,244,용답,승차,2022-05,15317
2284,2,244,용답,하차,2022-05,14812
2285,2,245,신답,승차,2022-05,8440
2286,2,245,신답,하차,2022-05,8916
2287,2,246,신설동,승차,2022-05,27905
2288,2,246,신설동,하차,2022-05,30166
2289,2,247,도림천,승차,2022-05,7263
2290,2,247,도림천,하차,2022-05,7779
2291,2,248,양천구청,승차,2022-05,41935
2292,2,248,양천구청,하차,2022-05,42704
2293,2,249,신정네거리,승차,2022-05,60864
2294,2,249,신정네거리,하차,2022-05,61869
2295,2,250,용두(동대문구청),승차,2022-05,19245
2296,2,250,용두(동대문구청),하차,2022-05,20395
2297,3,309,지축,승차,2022-05,23151
2298,3,309,지축,하차,2022-05,22157
2299,3,310,구파발,승차,2022-05,104694
2300,3,310,구파발,하차,2022-05,101033
2301,3,311,연신내,승차,2022-05,224045
2302,3,311,연신내,하차,2022-05,217724
2303,3,312,불광,승차,2022-05,122577
2304,3,312,불광,하차,2022-05,135707
2305,3,313,녹번,승차,2022-05,66593
2306,3,313,녹번,하차,2022-05,65261
2307,3,314,홍제,승차,2022-05,125799
2308,3,314,홍제,하차,2022-05,123083
2309,3,315,무악재,승차,2022-05,25680
2310,3,315,무악재,하차,2022-05,28192
2311,3,316,독립문,승차,2022-05,63276
2312,3,316,독립문,하차,2022-05,64166
2313,3,317,경복궁(정부서울청사),승차,2022-05,131256
2314,3,317,경복궁(정부서울청사),하차,2022-05,143606
2315,3,318,안국,승차,2022-05,92974
2316,3,318,안국,하차,2022-05,93948
2317,3,319,종로3가,승차,2022-05,48049
2318,3,319,종로3가,하차,2022-05,54186
2319,3,320,을지로3가,승차,2022-05,41287
2320,3,320,을지로3가,하차,2022-05,39019
2321,3,322,동대입구,승차,2022-05,33187
2322,3,322,동대입구,하차,2022-05,36966
2323,3,323,약수,승차,2022-05,70010
2324,3,323,약수,하차,2022-05,66486
2325,3,324,금호,승차,2022-05,48001
2326,3,324,금호,하차,2022-05,47338
2327,3,325,옥수,승차,2022-05,53759
2328,3,325,옥수,하차,2022-05,54175
2329,3,326,압구정,승차,2022-05,120042
2330,3,326,압구정,하차,2022-05,118399
2331,3,327,신사,승차,2022-05,63100
2332,3,327,신사,하차,2022-05,60901
2333,3,328,잠원,승차,2022-05,28673
2334,3,328,잠원,하차,2022-05,27417
2335,3,329,고속터미널,승차,2022-05,167269
2336,3,329,고속터미널,하차,2022-05,161103
2337,3,330,교대(법원.검찰청),승차,2022-05,61434
2338,3,330,교대(법원.검찰청),하차,2022-05,36450
2339,3,331,남부터미널(예술의전당),승차,2022-05,104348
2340,3,331,남부터미널(예술의전당),하차,2022-05,105596
2341,3,332,양재(서초구청),승차,2022-05,133210
2342,3,332,양재(서초구청),하차,2022-05,136066
2343,3,333,매봉,승차,2022-05,56189
2344,3,333,매봉,하차,2022-05,52303
2345,3,334,도곡,승차,2022-05,22827
2346,3,334,도곡,하차,2022-05,22195
2347,3,335,대치,승차,2022-05,57754
2348,3,335,대치,하차,2022-05,55455
2349,3,336,학여울,승차,2022-05,14449
2350,3,336,학여울,하차,2022-05,14209
2351,3,337,대청,승차,2022-05,49367
2352,3,337,대청,하차,2022-05,47913
2353,3,338,일원,승차,2022-05,54323
2354,3,338,일원,하차,2022-05,54541
2355,3,339,수서,승차,2022-05,85572
2356,3,339,수서,하차,2022-05,86089
2357,3,340,가락시장,승차,2022-05,66131
2358,3,340,가락시장,하차,2022-05,64640
2359,3,341,경찰병원,승차,2022-05,35016
2360,3,341,경찰병원,하차,2022-05,36142
2361,3,342,오금,승차,2022-05,25583
2362,3,342,오금,하차,2022-05,24502
2363,4,409,당고개,승차,2022-05,65085
2364,4,409,당고개,하차,2022-05,64363
2365,4,410,상계,승차,2022-05,102760
2366,4,410,상계,하차,2022-05,101114
2367,4,411,노원,승차,2022-05,74319
2368,4,411,노원,하차,2022-05,73737
2369,4,412,창동,승차,2022-05,171016
2370,4,412,창동,하차,2022-05,177518
2371,4,413,쌍문,승차,2022-05,138977
2372,4,413,쌍문,하차,2022-05,137109
2373,4,414,수유(강북구청),승차,2022-05,159322
2374,4,414,수유(강북구청),하차,2022-05,159111
2375,4,415,미아(서울사이버대학),승차,2022-05,92124
2376,4,415,미아(서울사이버대학),하차,2022-05,93830
2377,4,416,미아사거리,승차,2022-05,153010
2378,4,416,미아사거리,하차,2022-05,152688
2379,4,417,길음,승차,2022-05,101517
2380,4,417,길음,하차,2022-05,101891
2381,4,418,성신여대입구(돈암),승차,2022-05,73004
2382,4,418,성신여대입구(돈암),하차,2022-05,70959
2383,4,419,한성대입구(삼선교),승차,2022-05,65354
2384,4,419,한성대입구(삼선교),하차,2022-05,64911
2385,4,420,혜화,승차,2022-05,99733
2386,4,420,혜화,하차,2022-05,100319
2387,4,421,동대문,승차,2022-05,139703
2388,4,421,동대문,하차,2022-05,134456
2389,4,422,동대문역사문화공원(DDP),승차,2022-05,48480
2390,4,422,동대문역사문화공원(DDP),하차,2022-05,43292
2391,4,423,충무로,승차,2022-05,95480
2392,4,423,충무로,하차,2022-05,97838
2393,4,424,명동,승차,2022-05,51562
2394,4,424,명동,하차,2022-05,53912
2395,4,425,회현(남대문시장),승차,2022-05,182179
2396,4,425,회현(남대문시장),하차,2022-05,182649
2397,4,426,서울역,승차,2022-05,29903
2398,4,426,서울역,하차,2022-05,40244
2399,4,427,숙대입구(갈월),승차,2022-05,42500
2400,4,427,숙대입구(갈월),하차,2022-05,40126
2401,4,428,삼각지,승차,2022-05,21054
2402,4,428,삼각지,하차,2022-05,22768
2403,4,429,신용산,승차,2022-05,42356
2404,4,429,신용산,하차,2022-05,42753
2405,4,430,이촌(국립중앙박물관),승차,2022-05,47223
2406,4,430,이촌(국립중앙박물관),하차,2022-05,49764
2407,4,431,동작(현충원),승차,2022-05,15840
2408,4,431,동작(현충원),하차,2022-05,15856
2409,4,432,총신대입구(이수),승차,2022-05,136617
2410,4,432,총신대입구(이수),하차,2022-05,143577
2411,4,433,사당,승차,2022-05,84703
2412,4,433,사당,하차,2022-05,84868
2413,4,434,남태령,승차,2022-05,8190
2414,4,434,남태령,하차,2022-05,7500
2415,5,2511,방화,승차,2022-05,42913
2416,5,2511,방화,하차,2022-05,41924
2417,5,2512,개화산,승차,2022-05,32511
2418,5,2512,개화산,하차,2022-05,33296
2419,5,2513,김포공항,승차,2022-05,28426
2420,5,2513,김포공항,하차,2022-05,32021
2421,5,2514,송정,승차,2022-05,44051
2422,5,2514,송정,하차,2022-05,43055
2423,5,2515,마곡,승차,2022-05,33662
2424,5,2515,마곡,하차,2022-05,32825
2425,5,2516,발산,승차,2022-05,76662
2426,5,2516,발산,하차,2022-05,74952
2427,5,2517,우장산,승차,2022-05,78328
2428,5,2517,우장산,하차,2022-05,80906
2429,5,2518,화곡,승차,2022-05,121862
2430,5,2518,화곡,하차,2022-05,116810
2431,5,2519,까치산,승차,2022-05,131595
2432,5,2519,까치산,하차,2022-05,132277
2433,5,2520,신정(은행정),승차,2022-05,52319
2434,5,2520,신정(은행정),하차,2022-05,51364
2435,5,2521,목동,승차,2022-05,69493
2436,5,2521,목동,하차,2022-05,69731
2437,5,2522,오목교(목동운동장앞),승차,2022-05,71676
2438,5,2522,오목교(목동운동장앞),하차,2022-05,71426
2439,5,2523,양평,승차,2022-05,22731
2440,5,2523,양평,하차,2022-05,22418
2441,5,2524,영등포구청,승차,2022-05,16414
2442,5,2524,영등포구청,하차,2022-05,16238
2443,5,2525,영등포시장,승차,2022-05,58920
2444,5,2525,영등포시장,하차,2022-05,60848
2445,5,2526,신길,승차,2022-05,9170
2446,5,2526,신길,하차,2022-05,9593
2447,5,2527,여의도,승차,2022-05,41944
2448,5,2527,여의도,하차,2022-05,39640
2449,5,2528,여의나루,승차,2022-05,27175
2450,5,2528,여의나루,하차,2022-05,26729
2451,5,2529,마포,승차,2022-05,51560
2452,5,2529,마포,하차,2022-05,51179
2453,5,2530,공덕,승차,2022-05,37571
2454,5,2530,공덕,하차,2022-05,35072
2455,5,2531,애오개,승차,2022-05,31681
2456,5,2531,애오개,하차,2022-05,30978
2457,5,2532,충정로(경기대입구),승차,2022-05,11427
2458,5,2532,충정로(경기대입구),하차,2022-05,11958
2459,5,2533,서대문,승차,2022-05,52144
2460,5,2533,서대문,하차,2022-05,48650
2461,5,2534,광화문(세종문화회관),승차,2022-05,69771
2462,5,2534,광화문(세종문화회관),하차,2022-05,69465
2463,5,2535,종로3가,승차,2022-05,82000
2464,5,2535,종로3가,하차,2022-05,85787
2465,5,2536,을지로4가,승차,2022-05,36408
2466,5,2536,을지로4가,하차,2022-05,36406
2467,5,2537,동대문역사문화공원(DDP),승차,2022-05,6537
2468,5,2537,동대문역사문화공원(DDP),하차,2022-05,7614
2469,5,2538,청구,승차,2022-05,21530
2470,5,2538,청구,하차,2022-05,16705
2471,5,2539,신금호,승차,2022-05,33302
2472,5,2539,신금호,하차,2022-05,37694
2473,5,2540,행당,승차,2022-05,42316
2474,5,2540,행당,하차,2022-05,38162
2475,5,2541,왕십리(성동구청),승차,2022-05,19268
2476,5,2541,왕십리(성동구청),하차,2022-05,19396
2477,5,2542,마장,승차,2022-05,32936
2478,5,2542,마장,하차,2022-05,31939
2479,5,2543,답십리,승차,2022-05,66738
2480,5,2543,답십리,하차,2022-05,64588
2481,5,2544,장한평,승차,2022-05,73690
2482,5,2544,장한평,하차,2022-05,74835
2483,5,2545,군자(능동),승차,2022-05,32948
2484,5,2545,군자(능동),하차,2022-05,34714
2485,5,2546,아차산(어린이대공원후문),승차,2022-05,88833
2486,5,2546,아차산(어린이대공원후문),하차,2022-05,86529
2487,5,2547,광나루(장신대),승차,2022-05,63502
2488,5,2547,광나루(장신대),하차,2022-05,61639
2489,5,2548,천호(풍납토성),승차,2022-05,112702
2490,5,2548,천호(풍납토성),하차,2022-05,115952
2491,5,2549,강동,승차,2022-05,93256
2492,5,2549,강동,하차,2022-05,91094
2493,5,2550,길동,승차,2022-05,63053
2494,5,2550,길동,하차,2022-05,64569
2495,5,2551,굽은다리(강동구민회관앞),승차,2022-05,61348
2496,5,2551,굽은다리(강동구민회관앞),하차,2022-05,57116
2497,5,2552,명일,승차,2022-05,61276
2498,5,2552,명일,하차,2022-05,63746
2499,5,2553,고덕,승차,2022-05,58727
2500,5,2553,고덕,하차,2022-05,58451
2501,5,2554,상일동,승차,2022-05,77628
2502,5,2554,상일동,하차,2022-05,74906
2503,5,2555,둔촌동,승차,2022-05,53028
2504,5,2555,둔촌동,하차,2022-05,53988
2505,5,2556,올림픽공원(한국체대),승차,2022-05,34668
2506,5,2556,올림픽공원(한국체대),하차,2022-05,31595
2507,5,2557,방이,승차,2022-05,40585
2508,5,2557,방이,하차,2022-05,40569
2509,5,2558,오금,승차,2022-05,17481
2510,5,2558,오금,하차,2022-05,17145
2511,5,2559,개롱,승차,2022-05,40186
2512,5,2559,개롱,하차,2022-05,41644
2513,5,2560,거여,승차,2022-05,53588
2514,5,2560,거여,하차,2022-05,52614
2515,5,2561,마천,승차,2022-05,47451
2516,5,2561,마천,하차,2022-05,49396
2517,5,2562,강일,승차,2022-05,28346
2518,5,2562,강일,하차,2022-05,28038
2519,5,2563,미사,승차,2022-05,63864
2520,5,2563,미사,하차,2022-05,64140
2521,5,2564,하남풍산,승차,2022-05,22220
2522,5,2564,하남풍산,하차,2022-05,21893
2523,5,2565,하남시청(덕풍·신장),승차,2022-05,56568
2524,5,2565,하남시청(덕풍·신장),하차,2022-05,57610
2525,5,2566,하남검단산,승차,2022-05,42368
2526,5,2566,하남검단산,하차,2022-05,42000
2527,6,2611,응암,승차,2022-05,99097
2528,6,2611,응암,하차,2022-05,98203
2529,6,2612,역촌,승차,2022-05,27166
2530,6,2612,역촌,하차,2022-05,26950
2531,6,2613,불광,승차,2022-05,34853
2532,6,2613,불광,하차,2022-05,28483
2533,6,2614,독바위,승차,2022-05,16455
2534,6,2614,독바위,하차,2022-05,21287
2535,6,2616,구산,승차,2022-05,42649
2536,6,2616,구산,하차,2022-05,44444
2537,6,2617,새절(신사),승차,2022-05,74837
2538,6,2617,새절(신사),하차,2022-05,74972
2539,6,2618,증산(명지대앞),승차,2022-05,60826
2540,6,2618,증산(명지대앞),하차,2022-05,61586
2541,6,2619,디지털미디어시티,승차,2022-05,48002
2542,6,2619,디지털미디어시티,하차,2022-05,48531
2543,6,2620,월드컵경기장(성산),승차,2022-05,52868
2544,6,2620,월드컵경기장(성산),하차,2022-05,52283
2545,6,2621,마포구청,승차,2022-05,60509
2546,6,2621,마포구청,하차,2022-05,54857
2547,6,2622,망원,승차,2022-05,67542
2548,6,2622,망원,하차,2022-05,70176
2549,6,2623,합정,승차,2022-05,33374
2550,6,2623,합정,하차,2022-05,30804
2551,6,2624,상수,승차,2022-05,18355
2552,6,2624,상수,하차,2022-05,18562
2553,6,2625,광흥창(서강),승차,2022-05,43668
2554,6,2625,광흥창(서강),하차,2022-05,42734
2555,6,2626,대흥(서강대앞),승차,2022-05,42169
2556,6,2626,대흥(서강대앞),하차,2022-05,41822
2557,6,2627,공덕,승차,2022-05,62550
2558,6,2627,공덕,하차,2022-05,58591
2559,6,2628,효창공원앞,승차,2022-05,32356
2560,6,2628,효창공원앞,하차,2022-05,30108
2561,6,2629,삼각지,승차,2022-05,15548
2562,6,2629,삼각지,하차,2022-05,11906
2563,6,2630,녹사평(용산구청),승차,2022-05,15222
2564,6,2630,녹사평(용산구청),하차,2022-05,14602
2565,6,2631,이태원,승차,2022-05,26323
2566,6,2631,이태원,하차,2022-05,27188
2567,6,2632,한강진,승차,2022-05,12626
2568,6,2632,한강진,하차,2022-05,12538
2569,6,2633,버티고개,승차,2022-05,12090
2570,6,2633,버티고개,하차,2022-05,14525
2571,6,2634,약수,승차,2022-05,19606
2572,6,2634,약수,하차,2022-05,19166
2573,6,2635,청구,승차,2022-05,15581
2574,6,2635,청구,하차,2022-05,18195
2575,6,2636,신당,승차,2022-05,30650
2576,6,2636,신당,하차,2022-05,30226
2577,6,2637,동묘앞,승차,2022-05,58586
2578,6,2637,동묘앞,하차,2022-05,54072
2579,6,2638,창신,승차,2022-05,15674
2580,6,2638,창신,하차,2022-05,14758
2581,6,2639,보문,승차,2022-05,25637
2582,6,2639,보문,하차,2022-05,24701
2583,6,2640,안암(고대병원앞),승차,2022-05,28077
2584,6,2640,안암(고대병원앞),하차,2022-05,27146
2585,6,2641,고려대(종암),승차,2022-05,28737
2586,6,2641,고려대(종암),하차,2022-05,29178
2587,6,2642,월곡(동덕여대),승차,2022-05,58590
2588,6,2642,월곡(동덕여대),하차,2022-05,58592
2589,6,2643,상월곡(한국과학기술연구원),승차,2022-05,33454
2590,6,2643,상월곡(한국과학기술연구원),하차,2022-05,32399
2591,6,2644,돌곶이,승차,2022-05,49605
2592,6,2644,돌곶이,하차,2022-05,48760
2593,6,2645,석계,승차,2022-05,65335
2594,6,2645,석계,하차,2022-05,65385
2595,6,2646,태릉입구,승차,2022-05,34522
2596,6,2646,태릉입구,하차,2022-05,37995
2597,6,2647,화랑대(서울여대입구),승차,2022-05,39450
2598,6,2647,화랑대(서울여대입구),하차,2022-05,36012
2599,6,2648,봉화산(서울의료원),승차,2022-05,40808
2600,6,2648,봉화산(서울의료원),하차,2022-05,40513
2601,7,2711,장암,승차,2022-05,9524
2602,7,2711,장암,하차,2022-05,7100
2603,7,2712,도봉산,승차,2022-05,45983
2604,7,2712,도봉산,하차,2022-05,66056
2605,7,2713,수락산,승차,2022-05,85151
2606,7,2713,수락산,하차,2022-05,85518
2607,7,2714,마들,승차,2022-05,71787
2608,7,2714,마들,하차,2022-05,71358
2609,7,2715,노원,승차,2022-05,98183
2610,7,2715,노원,하차,2022-05,99638
2611,7,2716,중계,승차,2022-05,71675
2612,7,2716,중계,하차,2022-05,69708
2613,7,2717,하계,승차,2022-05,85229
2614,7,2717,하계,하차,2022-05,83520
2615,7,2718,공릉(서울과학기술대),승차,2022-05,58871
2616,7,2718,공릉(서울과학기술대),하차,2022-05,59530
2617,7,2719,태릉입구,승차,2022-05,49307
2618,7,2719,태릉입구,하차,2022-05,47736
2619,7,2720,먹골,승차,2022-05,54735
2620,7,2720,먹골,하차,2022-05,54450
2621,7,2721,중화,승차,2022-05,54827
2622,7,2721,중화,하차,2022-05,54048
2623,7,2722,상봉(시외버스터미널),승차,2022-05,60386
2624,7,2722,상봉(시외버스터미널),하차,2022-05,57942
2625,7,2723,면목,승차,2022-05,80104
2626,7,2723,면목,하차,2022-05,82504
2627,7,2724,사가정,승차,2022-05,84781
2628,7,2724,사가정,하차,2022-05,84156
2629,7,2725,용마산(용마폭포공원),승차,2022-05,28429
2630,7,2725,용마산(용마폭포공원),하차,2022-05,31131
2631,7,2726,중곡,승차,2022-05,49378
2632,7,2726,중곡,하차,2022-05,50173
2633,7,2727,군자(능동),승차,2022-05,65858
2634,7,2727,군자(능동),하차,2022-05,57095
2635,7,2728,어린이대공원(세종대),승차,2022-05,36593
2636,7,2728,어린이대공원(세종대),하차,2022-05,36544
2637,7,2729,건대입구,승차,2022-05,43753
2638,7,2729,건대입구,하차,2022-05,40291
2639,7,2730,뚝섬유원지,승차,2022-05,39967
2640,7,2730,뚝섬유원지,하차,2022-05,39996
2641,7,2731,청담,승차,2022-05,65131
2642,7,2731,청담,하차,2022-05,62708
2643,7,2732,강남구청,승차,2022-05,41863
2644,7,2732,강남구청,하차,2022-05,42970
2645,7,2733,학동,승차,2022-05,49987
2646,7,2733,학동,하차,2022-05,47472
2647,7,2734,논현,승차,2022-05,41496
2648,7,2734,논현,하차,2022-05,41339
2649,7,2735,반포,승차,2022-05,29312
2650,7,2735,반포,하차,2022-05,28058
2651,7,2736,고속터미널,승차,2022-05,64796
2652,7,2736,고속터미널,하차,2022-05,54905
2653,7,2737,내방,승차,2022-05,59341
2654,7,2737,내방,하차,2022-05,58156
2655,7,2738,이수,승차,2022-05,67868
2656,7,2738,이수,하차,2022-05,64831
2657,7,2739,남성,승차,2022-05,61529
2658,7,2739,남성,하차,2022-05,60679
2659,7,2740,숭실대입구(살피재),승차,2022-05,52969
2660,7,2740,숭실대입구(살피재),하차,2022-05,55693
2661,7,2741,상도,승차,2022-05,51722
2662,7,2741,상도,하차,2022-05,49288
2663,7,2742,장승배기,승차,2022-05,54869
2664,7,2742,장승배기,하차,2022-05,56218
2665,7,2743,신대방삼거리,승차,2022-05,76837
2666,7,2743,신대방삼거리,하차,2022-05,78617
2667,7,2744,보라매,승차,2022-05,38905
2668,7,2744,보라매,하차,2022-05,38517
2669,7,2745,신풍,승차,2022-05,61951
2670,7,2745,신풍,하차,2022-05,62441
2671,7,2746,대림(구로구청),승차,2022-05,30464
2672,7,2746,대림(구로구청),하차,2022-05,30068
2673,7,2747,남구로,승차,2022-05,48058
2674,7,2747,남구로,하차,2022-05,48422
2675,7,2748,가산디지털단지,승차,2022-05,65660
2676,7,2748,가산디지털단지,하차,2022-05,61533
2677,7,2749,철산,승차,2022-05,84096
2678,7,2749,철산,하차,2022-05,83519
2679,7,2750,광명사거리,승차,2022-05,124517
2680,7,2750,광명사거리,하차,2022-05,128973
2681,7,2751,천왕,승차,2022-05,45984
2682,7,2751,천왕,하차,2022-05,45939
2683,7,2752,온수(성공회대입구),승차,2022-05,32254
2684,7,2752,온수(성공회대입구),하차,2022-05,30708
2685,8,2811,암사,승차,2022-05,88444
2686,8,2811,암사,하차,2022-05,87845
2687,8,2812,천호(풍납토성),승차,2022-05,69036
2688,8,2812,천호(풍납토성),하차,2022-05,65856
2689,8,2813,강동구청,승차,2022-05,54739
2690,8,2813,강동구청,하차,2022-05,54564
2691,8,2814,몽촌토성(평화의문),승차,2022-05,31203
2692,8,2814,몽촌토성(평화의문),하차,2022-05,30568
2693,8,2815,잠실(송파구청),승차,2022-05,57252
2694,8,2815,잠실(송파구청),하차,2022-05,56157
2695,8,2816,석촌,승차,2022-05,42599
2696,8,2816,석촌,하차,2022-05,46189
2697,8,2817,송파,승차,2022-05,50712
2698,8,2817,송파,하차,2022-05,50701
2699,8,2818,가락시장,승차,2022-05,51692
2700,8,2818,가락시장,하차,2022-05,52884
2701,8,2819,문정,승차,2022-05,48094
2702,8,2819,문정,하차,2022-05,47776
